EmployeeNumber,Age,Education,EducationField,Gender,JobRole,NumCompaniesWorked,Over18,TotalWorkingYears,uuid,EmployeeNumber_HASH
132,44,3,Medical,Male,Technician,4,Y,17,829addde-b0d7-4824-9d29-0c599d2a3383,1be3a0e23dd496a392dd79048c33e7542236cb57e98675d9d124fc97988f3e4d28322067248c4a2759149f1be5d5b648db6b2cbfcf5268656b23c2ae37031bfe
133,37,4,Human Resources,Male,Human Resources,4,Y,7,a7d288e7-507c-4923-b813-8364baa1994b,0b087fa1a0c7fb8d1e04a77d60ef54af90a676c30fc77ada95ad2fc7369e9568464247737ebe51459f9f20f5a4226ebd41985a64289e82f771f794c26d1fdacc
134,32,1,Life Sciences,Male,Research Scientist,1,Y,1,f83d229d-fbcb-4716-81bf-c994efab35f5,92f36cfba39d958a8f33ed4f233f8b1a296b6b4f9d2f0d084a94a404b2da5c7edbd07e43ce77f6f56d4a8c25f1701bccbeb776c658eab78dcc7cf91e491d755c
137,20,3,Life Sciences,Female,Technician,1,Y,1,eeb44515-49dc-4634-b04f-8aeee803a750,15a26f93f8366f4bdbb023866bf538a8574cd3b1d469700f312e70cc45ada4df5cedfdfcd00b888dbc5bd07dba3ef04fb2ffd60e9109e2618bca516c2a0cd310
138,34,4,Other,Female,Research Scientist,1,Y,16,d93417b2-a52d-49a9-b895-4168696c3216,cd06bd4aeadea64e888a6cce895711f04cd7a0651cc8fc747455481a58db84f092fe60e747a8db502337b7368991c815044442032f080e6c276b232c6ca08112
139,37,2,Life Sciences,Male,Brand Representative,5,Y,17,0ff723dc-1cb8-4117-b7cd-ae91f826e264,a4300b7000bcc9ece4ad8f2ddfd42d8e6afe4307a8dd71d6a8cf51a136cb0143c64f4cb1d3fb237843fcf982b2596a9046fdd545e9f07e20c0df8cb7072939af
140,59,4,Human Resources,Female,Manager,9,Y,30,cba57025-c564-4062-8d29-57264580bdda,477d819fc90bb5bcb1b29445c77d668cb461e732c7438be67e8ecddb5d1e52cc7287ce5f2c52b03e934c523d45a0dd14894a3a118e7b456649862672ccb2b15f
141,50,3,Life Sciences,Female,Research Director,3,Y,28,b028e5a5-55c3-4acd-8cc6-2dbcab2a33be,93dcc938dd7f6efc86e54e7c226d2dc91c4864977c54b7f1da4639fa9fc51d9d47de66c4738eec1aaf02c6fe047977de19eef939da16ff55fcca7c0fb46cfb6c
142,25,3,Marketing,Male,Sales Executive,1,Y,6,784e7163-125f-4fea-90e4-252ffe5b327c,962c2b3b62bd169da0238907eea336c88caf47c9e822a53e841945afd156def55e4d0a5e5f347028c8d16e596e917563eb7128d08895b44c4e204bc2122fbbb1
143,25,1,Medical,Male,Research Scientist,1,Y,2,65411d31-0554-4d57-82de-b66d1bdbf4cf,e4155c4f7eccd7897c6f2a64c934ca5fa5c24fd8b41f33da34caed44988d41b5ceddf515aacabc301445af30d5aef5e8a7e0ce12acdacac343d7f72484ca1e99
144,22,3,Medical,Female,Technician,1,Y,1,3976b6d5-cf53-4b73-9d7f-30c43fefc63f,0a4d927193981f0839d4402b898e1639a688671bbcefe7fad987fe997d95fc17990644650a648332e0eb6db2417917eba32b8e5f65e8f7e15542a7c9f2cb3495
145,51,4,Medical,Female,Brand Representative,3,Y,23,1726f203-01dd-4500-a85e-978723da8863,bba3c75b215a5df293c11a0dc6c36329d56b708ae1243adaca5881f53ea08cf8a51f2fbd673633afb9e5d8d5ca528a6352fbeee4189ff6b107c26ffc41aab1e6
147,34,3,Life Sciences,Male,Technician,1,Y,9,07e42a7a-f15f-42b7-9504-848ba936f72b,42a518ba316b28da9b1c629ea8f7169fef7dabeec4f2925f1aadb9277a6c1f3e961ffcc0edb3a266ef24dc487f360556e333aa4d390a6b3a20b6893127d2450a
148,54,3,Human Resources,Female,Manager,2,Y,23,c654a231-06f9-4d60-9a68-d8854789b298,c5baeb09e3203bb2e4d4d59937396b1dc9886beb4d619ce918a48c1d7b5ba654b62fd9601652a02e410199e79448d8d956144c179d9695b1502b4c80c76ab00f
150,24,1,Life Sciences,Male,Technician,0,Y,6,76fc735e-e694-4e2a-9b3b-37e7692ab899,e52c88c91154004534720a172c3654d586a9b17dcca3371252e47148d2f5443564959f0fd7e18adda6d705c09627f05e23bcb73d3bee66387a67a3885d444be2
151,34,4,Life Sciences,Female,Research Scientist,6,Y,12,2a53532d-2e87-4b98-84be-189d345e2797,c89e41401fea315e8326a7c3f44d80ead329cc8101edc8284db3cf21cd910c0d25845b5cdcbc5d699020753e956e268150c6a4723f44421abc1cc4007bfe6628
152,37,3,Life Sciences,Male,Sales Executive,2,Y,12,88a94bf2-ff82-4762-9f72-b48935371411,5396853e1b13f6ccb47f673553074e08f18274b6bac21cf7d767a43bcf82775b8a69f98b55372dca9ebc920edaede2ed67ab4f268c3c4c8f2f6d5dfd83545c15
153,34,3,Medical,Female,Manager,2,Y,14,88dcd788-b227-4701-95c4-62b390a11710,bd13a4a7508884e274db02e93063a6b443271fa78b6d4c8821efde7337d247d60522aa216fdc0466c0f13cfc3da03012bd4bff8dd72fb70d633bfa325d0090c6
154,36,2,Technical Degree,Female,Sales Executive,0,Y,10,897e7bfc-c216-4e1b-8f03-99e6f69881bf,5b8ce8c14d629f2e0271bebe0efcf1fe21e52513f57655971cfb183f5b57d43f0d9ccbf6e4bd708ac3633d52664ad1208f9c5a7a470df48d2b8bdb683d66e668
155,36,2,Life Sciences,Female,Technician,5,Y,7,b0fe3aee-bf2b-428b-95b2-7e7d9fab6c97,a1ff16a27038674b4dbcbd1f53ea29496f253f47cf2f7de85aa9c2d764ff5e6404218a66eb634b1fd5656799fdef7ed76e13a8fa4b433d0b5b9f9bdf083269bc
158,43,2,Life Sciences,Male,Manager,1,Y,25,99e41cb4-710a-4cd1-87bf-306cb99ea4ba,c86eadca9286c3d9557362885e14331a2390c7f2f2e4acd933db175709d212cfeb0240c83b8e47d05fd13d2b947f7d17e458c71e90c9d8d781e38e96dc9fa1f6
159,30,3,Life Sciences,Male,Research Scientist,1,Y,10,878da0e3-604d-4a78-839c-14241a590306,98ab80d4f97a691c877bde798c74941874dbc7af1841e3318f0baca2be5dc502ac8d0b58733c9f93d854d9af58d7a5fb7a319da2ff492c8cc0d452b2b61635dc
160,33,2,Marketing,Male,Sales Executive,0,Y,8,19b803f2-f5e0-45ff-a1d7-8a92f3ff0796,76f785abf39cc00c150ebd8fb56b56bbfd20eba1aec940c3fb9437aa81b2fd90064f6d8bc5b1cd7754faa2eedc1f79a785a0b77a4b233a0b245fccf4423c814a
161,56,4,Life Sciences,Female,Research Scientist,9,Y,7,df75c4f4-4379-4233-902a-308b14707b0a,329251dcb69c492e42af254ebf6386eb02cef826319c1060af2fb6bf68801ea2b49d044ec024a48396472b193dfaf8f1076ac73e8d601d2ff917a036b6cbf566
162,51,3,Life Sciences,Male,Research Director,7,Y,23,d5f0c8f8-8971-4ffe-b78a-1a158b75f4ee,20c388328221fe563abdaa26c01bfc40f68746b67aefb7283e2dde629c177555beda527a8e143d28eb4e9a20ccb7c1cca8d62df5291f6eac9449dd5280f4e82d
163,31,4,Life Sciences,Male,Sales Executive,4,Y,12,621a5650-dae3-481e-8caa-1481c95b31cc,5f44efa1b1d598c6cb5eb3fcb743f5af273aec0fd712b2a0cd539cf7a4805a592db689ecf6f1e69b6a9640ae2255bac7efab07cfd86fac66083b8e077328079a
164,26,3,Other,Female,Research Scientist,1,Y,5,f6347159-9654-4f48-974a-fd6b7a312559,0640ba3cadf067ebe9fb3ec324f02ae60e85f6ce134cf410f06921a6aa2c828e57395b58fbd90995d931f33132b9240676535a3f978c3699748a5abefc3be75e
165,58,4,Medical,Female,Brand Representative,1,Y,40,72e41b5e-1e40-4b76-ba59-947c455ee626,efbade8c453252c1ed5f45c5d2f5d5f5f5a0ce6b73925d15340b340fe2b06c12fa15cdfb7ae5ae8491eaa341b06208110a62faecd96b1c41726538a56801940e
167,19,1,Marketing,Male,Sales Representative,1,Y,0,1b9e996e-c53d-475a-8b8f-cc2007e91f01,4ca6ddfaabb4437d054f80b5f9ba3d11db3ecf12038df2affdbec534f34f0985ba32725d045cb1affa3c1f312956966838087b073f58b121278c6a4481666d60
169,22,1,Technical Degree,Male,Technician,0,Y,3,59b834a9-6612-4f3c-a9f4-8ec26ad23d77,15cda9e29beaae1c93b50d6ce24ddb017a36897b8d02bee0b98f5b301e4faa537597cc3121b2de46c5cb6ba2f60b39fd95fec7197793734f6b6f470a8bd6fe43
170,49,4,Medical,Female,Marketing Director,1,Y,16,5f734649-3e5a-4f9b-babd-26b9e639c2db,90c4aee32f22cb8668098ee118b38a280e8941d549dedd9ee55460c79c27cea518990bc2bb279ca5056f5dc578905170327a8b961380a4fc3c8623f91d91d00f
171,43,3,Medical,Female,Research Scientist,4,Y,18,013e9aca-9912-4bd1-844f-2eabd18ae222,cfbb1a4d220a98f006f0ec8da65f7efde33f31013e62926feb2e48ae549c6c8a241634bbede49464eebea895241ba2ade5d022bb5bdaa016144be1f9d7a44aa5
174,50,3,Marketing,Female,Sales Executive,4,Y,16,64e2224d-ed81-42e7-a185-43cde942d93f,1df80f681c12ecc8708dda650449a0edca6e251a4f6b087dd4cb91f1a315618abf42b7d3c8adda7e5b52b224e78d1c063c7337ea52f0eb2e7ae563fad646dfa8
175,31,3,Life Sciences,Female,Sales Executive,3,Y,4,deb263b5-bb23-436b-8758-aa25b26a8dec,fb8a7fc0c7873a0bf3baab6e0be53111e96fdbc4d67af3442870b92747caa3ff7c87990ab90c5a47344ad0f69c8cad03a2fe014d0ee0506bd1246b85f8dbe92d
176,41,1,Life Sciences,Male,Sales Executive,3,Y,12,d52e069e-9662-4e2f-8000-423c59a8928b,f654b4b9fd6579bf7d5cff8bc05e645dbd7e5cd79558368a08433c14cec081883b50d682654f6a32dbafb46a05468a9cf87883c4e9c4ce1aba21f5a50da60659
177,26,1,Life Sciences,Female,Human Resources,1,Y,8,f75df03a-4b79-47e1-be06-8c76bffbbfb0,98b7335faf13fdc02eef1fa30b12e5eddd8d17faa9c89bf1902c888e6dad98503318d177bb86e50863985d10fd4ea634dbffa2fdffbb49d5573691fcb880c2b3
178,36,2,Medical,Male,Marketing Director,6,Y,7,554e093a-97e8-4615-815f-7c6050ac585e,31fb9eefecdcf3c294b9deb745a52ec3f629b7bd7aae91dd3cc06c8843e2b2e45304565ef7412492e4be2324ef3f4d73ebf325f4e8583164d1ed552d139c62ab
179,51,4,Life Sciences,Male,Marketing Director,2,Y,18,45e6b0b1-1a51-4a15-9206-1a15c5525643,53b90170848a2dcc66f45ed66782252e6d8ce37b62e8cf8cbad54162064f5f3561341d241f35114bd2dace66d32deeb901fe131320db56fe79fe2bc568c781e4
182,39,4,Life Sciences,Female,Sales Executive,4,Y,17,7dc95258-cf64-4ee6-bb1c-c216c438f6cc,2b15828aadfe592a8b7e52fe0926fec8a5ca0dd7e1260d418af937afaeaea5ea5274bbeea38c1131a4a7a6c400500e8de7f3f3f4c0fc248f48ce5962549cab45
183,25,3,Life Sciences,Male,Sales Executive,2,Y,6,f92a86fe-4634-44d9-912b-16b881fde9c1,b66e1cad5e9745bedfbf54a5423ab301347fd045704a39aa94abf47ae173e7a97e610d6492aa28d65c416c3223c7c00a9fb6006a8d7b0dffb38f478ad9c8c5cc
184,30,3,Human Resources,Male,Human Resources,0,Y,12,aafc9e34-4fc1-4efd-9d03-4005163abd26,2c941dd645f3b47ea4c02863a63ec999494ebc58b33465740d2d17aad5c8c5522adfc82178f9c9f3a22973a27207f39d9c5327d4da343e3cd30c071fa3ef75a9
190,32,3,Medical,Female,Technician,7,Y,10,ba842090-f02d-4607-8c13-341b1645f694,f9343dfb07acca283e996296364ca7da55d86cdfc2e05f8f0ccdf1cb9e8a71b30b9e4ce211dc6f4d7e57e491eb28fc642cfdaf6e1643f25cf11c6e531220ef27
192,45,3,Medical,Male,Research Scientist,5,Y,9,0a690692-e2f3-451f-b2d3-45168c2180bd,8e16ee5512aaf54a67881551d192c8bc631e80a11ae8b2124a8b6a34a88c7fe6dc9b9d8afe526d192e55855e4348b2b3c2a5e7e4f824afe61ec02c706f655f0a
193,38,5,Technical Degree,Female,Research Scientist,3,Y,19,64bbadc1-e3bb-483d-94a4-0fc784c96e1b,df92fb0daa7a96f72b2420dacddc9fc4c09759431a4f05bc5e8c2dc834d43ed077de42a65900c471db74d3f3ef817eaa534abf0ef1addd874bfbfdc6eab57f81
194,30,3,Life Sciences,Female,Research Scientist,1,Y,5,bf2e6cf7-040f-45e4-b62a-eb8ee1eb1500,01fb13860678084d5bdf4ce060d20a7cc7cb3921e6f7f7bbaa1e140499ffb24eb080264d5b58a0d9f7a53e1733242b81fd302f81fcd919e36b02da060969fce1
195,32,2,Medical,Male,Sales Executive,0,Y,9,d2ef80ae-8a61-4d2a-8f01-d26fb47711ea,352c945bc41354246012a3cdd1df34251a6837bcbf557fba403d979e9682bfc9caf32bb6356dda64613300d83686e38ccfb0057fdcee4edb4aab789f4664d001
197,30,3,Technical Degree,Female,Research Scientist,5,Y,8,5702ea01-b799-497c-96f1-a4b1bace6b89,f8523e5fa1fb9946a7f677111189d222085a70e1f1737e8ae5eff3a34981ee47b421308a6c67faa9b5f505dfec7732a8357ce80c914c97b292f4fecdbe91f0a0
198,30,1,Medical,Male,Technician,0,Y,6,e05d25e9-298d-439b-b39f-1236f81e526c,6f41158b6842e090f3a9ec87a0b071202b600094724550a483f02f7f8ca98242738e0a1cc94395301bf12dd0b56d80fc85459522ca625427bd3a2f9e9f12790c
199,41,3,Life Sciences,Male,Manager,4,Y,21,651fbe17-6147-4f6c-8ac4-0b2892b9efab,a416cb58f1e074ddb25dc1d2998744d4f1df3c443f6bfa7cadb35dc60191bc6c79848963cfb26b964b089811d28b21d6a284a1fc2fed15203c75ba1417f35715
200,41,4,Life Sciences,Male,Technician,2,Y,7,dbf68e2b-230d-442e-831e-a7e9a1d453d3,273ec94ab9831bd6ae2a160b7222c106106d93f11e166dc827312691fd67f5ff718aa2adc1718b0b45771cde6575c7508e3114d870ce6abb413f7257fb64bdb4
201,19,1,Medical,Female,Technician,1,Y,1,546a1176-fcc2-4c51-84e9-de31e2d82cc0,8b57f75eec0234a13fdfecc627ec705d02cfce9c9dda8bfeebaf03b7394eb13023d04457ad688239907bc15906d8e5d55b8578b06ab62aa8c3a2c1e8a479170d
202,40,3,Medical,Female,Research Scientist,1,Y,20,dd283ecc-2776-45a3-9fa4-5a19a009e848,59ec7940f3b2aec45e46af44bde7aec93382fd476fb0d9644a3de0a1dc16c5522b94eb7773ffe56e81f531a24ca25d29f80fa928553ce22331598b04ffd150e2
204,35,5,Marketing,Male,Sales Executive,1,Y,10,ee7cc28c-e455-4657-9d27-f4ef0f4c593c,5536400be484c1f65210065dc6a6a08374b1cad7c51360921cc79e13c8b3a928ea4997e7f5c6a9b047d81fb14378558e4cf99225280915b456e3dc1ca58e8c24
205,53,2,Marketing,Male,Sales Representative,2,Y,13,ba9250af-afd4-459b-bfbd-7d4d62181a91,3678c17dd8a31dd26dcdb61df7b1d72bd1ae9dbc1f59ebf482c57b8df3654e98af06c9692dbfb6fec77ff7ff8743b0fd17307096fd6b515d1718668fe3a61b67
206,45,3,Life Sciences,Male,Technician,8,Y,20,f5cfa077-4a24-4d66-931d-f6ab8ce7d349,0274b4d9026a19b98df55671594dc9a2847cbc0a8c1876ef7ad3efba6fd22a575da7f15682fd6061458d23c22e8f70c86baaeeadd277e41e0ca8cfef79e0dfb7
207,32,3,Marketing,Female,Sales Executive,1,Y,9,49a19ecc-a77e-4356-b855-8f545e5e3a82,face8651e9c4f8b303ebb55dacfba8411a3cf0fbb43742dfe7b28709da79a226ba924288af2aadf879a219f11ca7e61d61d4c82d9c273e3f61c87f876f2396a3
208,29,1,Technical Degree,Male,Marketing Director,1,Y,10,df89c27a-1ac8-44fb-94ee-81170c33b21e,3f6588d48ee6ee6fd17b22d27db39ad34bed0d26553f07e2ce5fe437cbffe179bba47b94dbed5db0c5b6e857b68999c4c0b5cd3ac0abe8eb80438b65b4a06e15
211,51,4,Medical,Male,Marketing Director,2,Y,10,3ef60258-37fb-47b9-bf31-8170e3ca31f7,8572cacbf7516062ef5bc6fdf8b4eb1601f3bb81718941264d2194eed66c6ac48fb029eb1f174b8b07f27305cebc8d634492337e81f29c9dd89282c9c3ba8a03
214,58,3,Medical,Female,Research Scientist,4,Y,9,682f394b-eb1a-46a9-9440-89d6b6b96159,ba2debf03effeb5becf4d41ef07d4063faea83630ff211e544d63f2c3dbcd8e2c8fad4b5047ec58840132a4888c034c29e88efe341d33bb537dc4cdc709ffd6d
215,40,4,Marketing,Male,Sales Executive,7,Y,15,f8b3e498-1db4-464d-98ad-018b3f298bcd,48e1e7ae1425f9b7d995bed0a370a208abb53cd0675a96d68ec87d75f739077376286f6cb3a4d8b2c1b7574d7ffe1f187204c8a6890128f0672690031894ddea
216,34,4,Marketing,Female,Sales Representative,6,Y,6,801ab19d-cab7-4f16-a480-378faa6c347d,f2f0c278ad4dc0fc2d1632cfdc6e751fde21d1828733afd58f3e8ef8a04c4de5799a8f2d1ce5eb8cbb7fe84c6649f2edd5ef98710cc221376fd97bf60e6cea39
217,22,1,Medical,Male,Research Scientist,1,Y,2,b4694015-3501-455e-adc4-0d7171e878d3,7e58dd4b8a70d2bc67263d0cf1d1dd9e719bc6b91010f7b4840a085bade8820d3194869dc9934b900357dd9125f2f73f1eae21e70c85180ab5214a49215cc785
218,27,3,Medical,Male,Research Scientist,6,Y,6,df7e95c5-ecc6-4804-bc1a-c1db74f6aafe,02407806e1a2e107a9d86efb6748bef4d6c3ed9d794d0069c8a903a7db003e98b481e2ac0f74bfdd1828c7875a0a96f13b17a9196a7febb63f27e6f06f79c099
221,28,3,Medical,Male,Research Scientist,1,Y,5,90cfcb50-63c9-43fe-b989-0561219e6029,3a1ad1c7ca4637c7d1ec7ad59c3b1d34b41e55ff86f00435f61843645acb0bee7db9714fd3f0610db7333d3392f97d156982e8c7c3dae00cc96887609be85449
223,57,2,Life Sciences,Male,Brand Representative,3,Y,12,ac52dd0c-57f9-4757-a2ef-c448cec873f7,62e2704ff434eba7c102df36220e6c390415455fbf93ec7e789e070b4e74ae889e9da7eadce1fc2289f2c72086da71acca0100ca9e5260fb459343825d9503bc
224,27,3,Medical,Male,Research Scientist,1,Y,1,80c0d1c1-e1bc-4567-b08c-2f11fd48c4c9,70c67bbb8f3c3795c538525f1b7342e89a895e5640c9d9b190558f37eedfe453ef3a69561e976df2ff79d7566faebb43025b95ca93b1f5f53041abc9291bf4e5
226,50,3,Life Sciences,Female,Manager,3,Y,21,25b2a507-4704-463d-b696-f9399fe927a4,3d4b93590a5359740f83555a26994c72bd4af3ecfbd59d1409b464cc0e01d9668b3c492bdc721c7cae8074e7b9896f8eaf0b64afd0b35acbea8c55266bd64956
227,41,3,Life Sciences,Male,Research Scientist,4,Y,13,2df7cb3d-bd57-4c57-b640-09f171379f33,562b2a30b892fc9d0fb7053c14d8179002fc6ff750bdd44d995091854ad97ce3daf54fb4693370bed375d771b9003b418dca06add2a31610231e9ef0ee0c9732
228,30,3,Life Sciences,Female,Sales Executive,2,Y,12,d36d7725-4e1d-4bf5-a1a1-efd2e19e5a14,f49d29b37d1e3aa818ba63d1694244865dbd99018f41489e47b4c8fecf9613147a1322c067e44a689dc0d0230656434fae20dccf649e08f5e368b9c79c4062f7
230,38,4,Life Sciences,Female,Sales Executive,4,Y,12,b2a7ff38-6a07-4b20-8abd-145830d7415d,54eb45538d215429954f70280686e63819482c6841b7a548e4a3e9f25f28a5ee1b69843c32f1fee01b44a5c3954d8bdcefa81e000a535636898b084523d7b809
231,32,5,Life Sciences,Male,Research Scientist,3,Y,8,0e2da99a-1aeb-4ead-9dee-3a0ccc787f4f,872c03002ac0385781ecddd483794c7732e2569eff5904c4aa54053bf237f45ef4b8942103c3ad10f82e99d1256edce72591fbc97751e15d4349765bffc53b29
233,27,3,Technical Degree,Male,Research Scientist,0,Y,6,91529368-0f13-4325-8379-1a68264cecb4,687faf8986c78b06300599de569a46c1e2c13649c2b8bcdd545acb00c79ec0760332e1a7aba8caead3596e94f8affbc80e731826c4df55bb4c27f7021dee397e
235,19,1,Technical Degree,Female,Sales Representative,0,Y,1,acdc7df2-70be-4384-866b-07d5d09b2733,43da725cc70270bb45fe2245e4ab35e5dff0f73e0585dddffb0d432a89f515fb38b40a2ccdf3d6d98272f4660cbf50a2aea187c6fe17e4972ff16dc14a49c1a0
238,36,2,Medical,Male,Technician,4,Y,13,c177c2bb-32e1-4ade-86a4-5e126a013a8b,9c9f36d7d405826938e87258e040793b2112405020199e5582ff93ab8df8db66ae71111e8a7dbe4fc983dd8391e97f237d10a22fc2cea474d815479f260329ae
239,30,3,Medical,Male,Technician,1,Y,12,ee2dfb1c-8e5a-400d-9101-048eca97f090,748ab192b976128937c776427d977ec87db64bc1b47f7f96967f102a7097899cd4621bd409ed145dc59db8840e913ffd2d3b766f9e920538296ef082eb4de4fc
240,45,2,Life Sciences,Female,Sales Executive,4,Y,9,5cf34ea9-43ac-42f0-80cd-18e407867e29,cdeee4968d80e35627d0a2eba1be63887883e32a48a31d38026a97dc7140bf8bf81ea6a7154bebe69cbd1c8f352cf8dae88450c7fbe979cf58cc4d87c9c9c61a
241,56,3,Life Sciences,Female,Research Scientist,4,Y,19,ee39bce3-3954-4197-826a-24d313aa0259,207acea689e9df6351337effa8f8fb78f84e657b8562dab019b9b7b65ae925bd6ff99868a86e435e1ac46dcd0ffb4404913748d0c95b2887a203cbadac229892
242,33,3,Life Sciences,Male,Research Scientist,0,Y,4,374967ae-d16e-41d0-bde3-0a30c9b47e3d,289cf72fff7a9811b963992dda6f785b0cda98f6dc5108d1d34fe854f2369c598b97c56e99c2fe1957831e91b1997f3fb91c7833feff948e2a378fe09ca04876
243,19,3,Life Sciences,Male,Technician,1,Y,1,701c1976-052c-4fa1-8d19-8fe4879aa531,fded28f3fe57cc6671a261ebb7e406aff581c255549221cda5c42d849ed5a25dc6567b9ae8c31365a3e55d5779d0ec1960d2da9271d2191a1f8c165c5345d017
244,46,2,Marketing,Female,Sales Executive,1,Y,24,14800224-a808-46d9-a4ee-1376242787c9,37f64a5da78b6d50bbd00292d3b741a35e9abfd614098167a70be6ddac07f2b535beee44b8b882fa77d8aaa98ee4df6eb0cc89ffb9e1006c88654fb4d4cd32f8
245,38,2,Life Sciences,Female,Technician,1,Y,2,5b7500f8-00ff-4d5c-b699-02a00d883c93,49b086e8b6c39c22e493d30c1544ffa4a089d9a0b1e3e661a50e6b47dda606447bbc58b04c3c90586614213cb1b712d7691b837b1b344dd64a41cbb2f9d34bde
246,31,1,Medical,Female,Research Scientist,8,Y,7,88e5d624-177e-43ac-8f4b-56c7d5ec36ff,03bf457e167ae789bd154e0ce11a91a23f359267a1d0a22b108c83061cffbd813019e73dffff621741194a6908edf2ece9262a80f91366723a903c37ad0ecb23
247,34,2,Medical,Female,Research Scientist,2,Y,9,9b3c5ca6-f13e-48c6-b804-64427744a175,eb8291fcf63980166bcac0b7c02f48cbd662f011de1457aee557b1916ef5c78db0bf4e26ff6050783709d47a9072a96148ddfb84f6a90920dc6bfd85d7abc129
248,41,2,Marketing,Female,Sales Representative,1,Y,4,0dab3b84-fcfc-408d-acf8-5a6e589e02eb,58ae32e1dc5985500eb579e7cba4b219d581b1fd0fd89fcf759c3e0df5cf13964ad7e58707abc56f6f8c6aeb56819ef44c21f6d180e866849e259768eba81e0d
249,50,3,Medical,Male,Technician,2,Y,5,74d57aef-4675-4b6b-accf-f68dfe3134f6,c569babdbfd34c96b63449ef7cd239bbb2255699330505c704af5c22f23566773d85dfd7e887baaaa95bad7fd5f0e288638cafbbc218f5a4e5e10ddc52369e8d
250,53,2,Medical,Female,Marketing Director,1,Y,5,55305e12-2765-47dd-875a-051df9e9b491,69b3d065d93ade2c2627321d1e8e7cf8e6375c689e916f4ee62885a68b8cb8fa4f8b8b0c94b4136895a0faeb15b51574257795bf968dcab9c15029322084f663
252,33,3,Medical,Female,Research Scientist,1,Y,8,5a41e1f7-97f3-4549-8e44-4c1a287763c2,3e78f8b65bb02707bc28949538629ae98c7d73f21b55f2dad9f03581d765082194cf5d46125f30314380f48c418f2b7cb4867edfcbcb940e45500f73dfb37252
253,40,1,Medical,Female,Manager,1,Y,21,e3adad8e-2d67-413f-bcea-3f2ca0aba6e8,e93b5a7ebeb152a3d4fe4ed4b8ae23ad67285d3f015c3b8465b315aeb0ce5e89ddcfeb419d5602b7074289afbb44cbb6eb2116fc89af928a3e0baf93a8689a63
254,55,4,Medical,Male,Research Director,8,Y,36,8bf0f60e-dc0a-437e-9f16-c11c51025bbc,1487a865f879cf2855ed6c25a86797f1d224944ad42738059f8f85cc7c029cb7f1ed481c80f96dd83382ad58800d6aa42210413d44fca94150ca72d2096ada50
256,34,1,Life Sciences,Male,Marketing Director,1,Y,10,a23426cd-3b40-4df5-bffe-868dac1b24c2,e6f06cb27503c86ce41a98e8450a4f3d3840d47d4ac0c6baf13fd15279606643c10efcdb479d95bf7c49adf8aa339fc855d479548bbfa3e015cea9416b4fbc9d
258,51,3,Medical,Female,Brand Representative,3,Y,21,3e6e81fa-cf68-4f59-bd77-0b71b43481d6,26fb05ea054820c53202e6b6cae4563dbc327d231b195b2acd497463510404d86ec3308b24de4da405e3b5b69586e428347d7aa43c052215bb329f5c9e7a6370
259,52,4,Life Sciences,Male,Manager,0,Y,34,3ab87dc8-0262-4f18-979a-888396a21188,d19e53d36e60c236463feee1b2e93f0ddbe6715d198700b72d8c6a1faba6b26caffb84e714686d1c3082b35254ac2570b04056f89afcd8a758432235ab8bd9e2
260,27,3,Medical,Female,Research Scientist,1,Y,7,ce25a8f3-3359-4694-8ae0-57236fd098c3,834baf8ee8b61405d3aa6ac20b4cf4a7eb013335d866a7bf4daa2e63d55cf733c81a6df6a2ba2e6abfa9f84ae34a5f93e79df630673a2e2743e543e95224e2c1
261,35,2,Life Sciences,Male,Marketing Director,3,Y,8,844a3774-3a3c-4ea5-a744-52b7a8e239ad,27f521698674de23b8bec0fc5dc86cad55d8d420a9538e24c209868cc4b346a2829a6a95f994f9de258d49dc8bedce4a8f79ffedaa580a6e8163b54bcf2d3892
262,43,3,Medical,Male,Research Scientist,4,Y,7,026b338c-f29e-4ee0-85c1-0c092b2cfa27,abe11a27ce49d9c6551205caff5c84f70e5965b163f2ef832677066e24545214ec7763a8b135af27a3a3787d2bb45e56c3f9ffd6985acab4f22a9c56bcb4c1b0
264,45,2,Medical,Male,Manager,9,Y,22,546aab9c-f261-4e62-95e6-864e7488474e,93b8dad7ff63e613b58d63919330d4f80c25e59e99bad4b5bd34459b2600260bda13be6ee2e75e53d3c5dd8c6e1eb2cd6b74788c96ebc784123b7c4168426c4c
267,37,3,Life Sciences,Male,Research Scientist,1,Y,8,ebeafc17-b4df-4895-bdb6-a13cfa9c2bcc,94b4eef38125c3f51dcc7fb22f82ace642626d82d7b21bc4aaa118da178c3aa53d85d525a956ef450077f1d50fded66ec593f2e39a68d32c15d160b5561ac908
269,35,3,Medical,Female,Technician,5,Y,10,cdf8672d-1c2a-402e-8d15-94e6644b1b23,c6f0c1edfcb9f7325d7a2a588270892c09144476cb97eebbda79a89813189b380cef7bc3f03f9099342786b505292f31b647c1c50b8078ce13040e3f1d967187
270,42,2,Medical,Female,Marketing Director,2,Y,11,1aa78c9f-6897-4b06-8c58-51056aa220a7,bd907cddee6138e47f28134039b0e9e754055c65f540869b6b76212a195e903de602e763d7eb023f917f06eb64d84f6423d1cb2efb8133a6eaaa405010d1a5e5
